Task ID	Task	Verb	Object Original	Noun Path	Object	Purpose	Method
17484	Select thread, twine, cord, or yarn to be used, and thread needles.	select	twine	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > instrumentality.n.03 > device.n.01 > trap.n.01	trap.n.01		
1856	Select the type or color of glass or mirror according to specifications.	select	type	entity.n.01 > abstraction.n.06 > psychological_feature.n.01 > event.n.01 > act.n.02 > activity.n.01 > work.n.01 > care.n.01 > treatment.n.01	treatment.n.01		according to specifications
18405	Select gauges or types of sheet metal or nonmetallic material, according to product specifications.	select	types	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > living_thing.n.01 > organism.n.01 > plant.n.02 > vascular_plant.n.01 > woody_plant.n.01 > tree.n.01	tree.n.01		according to product specifications
8602	Select pipe sizes, types, or related materials, such as supports, hangers, or hydraulic cylinders, according to specifications.	select	types	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > way.n.06 > passage.n.03 > conduit.n.01 > tube.n.01	tube.n.01		according to specifications
18360	Select or install combined heat units, power units, cogeneration equipment, or trigeneration equipment that reduces energy use or pollution.	select	units	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > line.n.18 > cord.n.01 > string.n.01	string.n.01		
11833	Identify, review, or select vendors or consultants to meet project needs.	select	vendors	entity.n.01 > abstraction.n.06 > psychological_feature.n.01 > cognition.n.01 > content.n.05 > idea.n.01 > concept.n.01 > category.n.02 > kind.n.01 > type.n.01	type.n.01	to meet project needs	
14141	Select and mount grinding wheels on machines, according to specifications, using hand tools and applying knowledge of abrasives and grinding procedures.	select	wheels	entity.n.01 > abstraction.n.06 > relation.n.01 > part.n.01 > unit.n.02	unit.n.02		according to specifications
1999	Select lens blanks, molds, tools, and polishing or grinding wheels, according to production specifications.	select	wheels	entity.n.01 > physical_entity.n.01 > causal_agent.n.01 > person.n.01 > capitalist.n.02 > businessperson.n.01 > merchant.n.01 > seller.n.01	seller.n.01		according to production specifications
20285	Select shaping wheels for tasks, and mix and apply abrasives, bort, or polishing compounds.	select	wheels	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > instrumentality.n.03 > device.n.01 > mechanism.n.05 > mechanical_device.n.01 > machine.n.04 > wheel.n.01	wheel.n.01		
4025	Enter text into computer keyboard and select the size and style of type, column width, and appropriate spacing for printed materials.	select	width	entity.n.01 > abstraction.n.06 > attribute.n.02 > property.n.02 > magnitude.n.01 > dimension.n.01 > width.n.01	width.n.01		
2023	Select torch tips, alloys, flux, coil, tubing, or wire, according to metal types or thicknesses, data charts, or records.	select	wire	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > instrumentality.n.03 > connection.n.03 > attachment.n.04 > ligament.n.02 > wire.n.01	wire.n.01		according to metal types or thicknesses, data charts, or records
5702	Review sets of photographs to select the best work.	select	work	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > creation.n.02 > product.n.02 > work.n.02	work.n.02		
14695	Select or design, and purchase furnishings, art work, and accessories.	select	work	entity.n.01 > physical_entity.n.01 > causal_agent.n.01 > person.n.01 > worker.n.01	worker.n.01		
16278	Select, train, and supervise workers who plan, prepare, and serve meals.	select	workers	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > line.n.18 > cord.n.01 > thread.n.01	thread.n.01		
17484	Select thread, twine, cord, or yarn to be used, and thread needles.	select	yarn		#N/A		
